ID_Cliente,Nombre,Apellido,Email,Fecha_Registro,Region,total_productos,total_gasto,gasto_promedio,Cancelada,Completa,Pendiente,forma_pago_1,forma_pago_2,forma_pago_3,forma_pago_4,forma_pago_5
53,Fitz,Fuge,ffuge1g@joomla.org,03/08/2023,Centro,26,202.99,25.37375,0,8,0,1,1,3,1,2
54,Byram,Ferenczi,bferenczi1h@studiopress.com,18/08/2023,Buenos Aires,52,383.94,31.995,0,12,1,2,1,2,7,1
55,Amory,Highnam,ahighnam1i@cnbc.com,06/05/2023,Patagonia,32,296.12,29.612000000000002,0,10,1,0,0,0,3,8
56,Vevay,Wellum,vwellum1j@tumblr.com,27/06/2023,Centro,31,291.95,26.54090909090909,0,11,4,1,0,4,4,6
57,Olenolin,Wakeman,owakeman1k@mapy.cz,15/12/2023,Centro,15,133.06,22.176666666666666,0,6,3,3,0,1,4,1
58,Hilarius,Abad,habad1l@wisc.edu,30/09/2023,Buenos Aires,33,388.59,43.17666666666666,0,9,3,3,2,1,3,3
59,Morse,Peters,mpeters1m@sitemeter.com,24/04/2023,Centro,19,139.95,19.99285714285714,0,7,2,2,1,1,0,5
60,Lisabeth,Murty,lmurty1n@google.it,17/04/2023,NEA,35,396.96,44.10666666666666,0,9,3,4,0,1,4,3
61,Flore,Astlatt,fastlatt1o@discovery.com,17/11/2023,Buenos Aires,32,269.40999999999997,33.676249999999996,0,8,0,4,1,1,1,1
62,Paula,Gittins,pgittins1p@quantcast.com,14/09/2023,NEA,29,274.94,39.277142857142856,0,7,4,0,0,4,3,4
63,Yule,Bruin,ybruin1q@senate.gov,30/11/2023,Buenos Aires,40,279.45,27.945,0,10,3,3,0,0,3,7
64,Randolph,Collicott,rcollicott1r@miibeian.gov.cn,18/10/2023,NEA,16,153.67000000000002,21.952857142857145,0,7,2,3,0,1,5,0
65,Lillian,Jizhaki,ljizhaki1s@squidoo.com,29/06/2023,Buenos Aires,12,145.57999999999998,29.115999999999996,0,5,0,2,0,1,0,2
66,Regan,Crocetti,rcrocetti1t@csmonitor.com,24/03/2023,Buenos Aires,26,473.93999999999994,52.66,0,9,2,3,0,1,4,3
67,Avigdor,Gorey,agorey1u@tmall.com,19/12/2023,NEA,22,131.88,21.98,0,6,3,3,0,1,5,0
68,Miriam,Domerque,mdomerque1v@blogspot.com,20/07/2023,Patagonia,37,448.28999999999996,49.809999999999995,0,9,4,1,0,1,7,4
69,Ham,Rapley,hrapley1w@meetup.com,19/05/2023,Cuyo,24,277.12,34.64,0,8,1,3,1,0,2,3
70,Drugi,Hancill,dhancill1x@senate.gov,19/07/2023,Centro,35,251.45,27.938888888888886,0,9,2,1,1,1,5,3
71,Colly,Blucher,cblucher1y@youtube.com,02/05/2023,Buenos Aires,30,251.89,31.48625,0,8,2,2,2,2,1,3
72,Amby,Maltby,amaltby1z@phoca.cz,28/10/2023,Centro,23,186.01999999999998,31.00333333333333,0,6,2,1,0,2,3,2
73,Akim,Cruz,acruz20@photobucket.com,20/03/2023,Centro,27,290.41999999999996,36.302499999999995,0,8,1,2,1,0,4,2
74,Huey,Stead,hstead21@vinaora.com,05/05/2023,Patagonia,29,392.58,56.082857142857144,0,7,1,1,0,2,3,2
75,Roma,Battill,rbattill22@ask.com,26/12/2023,NEA,28,233.02999999999997,25.89222222222222,0,9,3,2,1,1,5,3
76,Marlowe,Bidgod,mbidgod23@nationalgeographic.com,12/07/2023,Centro,33,306.58,34.06444444444444,0,9,0,3,0,5,1,0
77,Mickie,Dellar,mdellar24@meetup.com,29/10/2023,Buenos Aires,20,183.69,22.96125,0,8,1,4,0,3,0,2
78,Gabbi,Harnell,gharnell25@tiny.cc,25/09/2023,Buenos Aires,53,558.78,46.565,0,12,1,0,1,3,6,3
79,Valentin,Coard,vcoard26@mayoclinic.com,11/07/2023,Patagonia,27,171.62,19.06888888888889,0,9,4,2,1,1,5,4
80,Aubry,Stille,astille27@bing.com,19/12/2023,NEA,38,244.48,27.16444444444444,0,9,0,0,2,4,2,1
81,Cthrine,Waltho,cwaltho28@sfgate.com,08/05/2023,Buenos Aires,36,534.49,53.449,0,10,0,4,1,2,2,1
82,Adham,Leebeter,aleebeter29@dedecms.com,06/11/2023,Buenos Aires,23,290.90999999999997,41.558571428571426,0,7,5,4,0,2,4,2
83,Nelia,MacGow,nmacgow2a@ibm.com,14/09/2023,Buenos Aires,23,214.57,30.65285714285714,0,7,1,2,0,2,1,3
84,Stefan,Peddel,speddel2b@biblegateway.com,16/11/2023,Buenos Aires,16,81.17,16.234,0,5,0,1,0,2,1,1
85,Curran,Macari,cmacari2c@arizona.edu,02/04/2023,Cuyo,30,327.27,40.90875,0,8,2,1,1,3,3,2
86,Anjela,Villaron,avillaron2d@eventbrite.com,04/04/2023,Patagonia,23,267.73,44.62166666666667,0,6,2,1,2,1,2,2
87,Aeriel,Garahan,agarahan2e@sfgate.com,22/08/2023,Patagonia,34,300.32,33.36888888888889,0,9,1,4,0,1,2,3
88,Joan,Broxis,jbroxis2f@t.co,06/12/2023,Patagonia,20,167.98,27.996666666666666,0,6,1,1,0,2,2,2
89,Tawsha,Olle,tolle2g@bizjournals.com,03/04/2023,Patagonia,15,140.82,28.163999999999998,0,5,2,4,0,1,0,2
90,Pinchas,Stollsteiner,pstollsteiner2h@hostgator.com,09/08/2023,Buenos Aires,52,754.03,53.85928571428571,0,14,2,1,2,7,2,4
91,Haley,Fain,hfain2i@illinois.edu,16/05/2023,Buenos Aires,31,314.35,44.90714285714286,0,7,2,0,1,1,4,3
92,Vivianna,Foulcher,vfoulcher2j@pen.io,05/10/2023,Patagonia,24,212.73999999999998,42.547999999999995,0,5,0,1,0,2,2,0
93,Gay,Allans,gallans2k@simplemachines.org,02/06/2023,Buenos Aires,31,310.03999999999996,38.754999999999995,0,8,2,2,1,4,1,2
94,Cy,Doreward,cdoreward2l@so-net.ne.jp,28/09/2023,Centro,30,402.15,44.68333333333333,0,9,1,2,1,3,2,2
95,Anne-marie,Kildahl,akildahl2m@csmonitor.com,26/05/2023,Buenos Aires,32,285.79,28.579,0,10,2,1,0,3,3,5
96,Anallise,Iacopini,aiacopini2n@ihg.com,08/08/2023,Buenos Aires,12,105.42999999999999,26.357499999999998,0,4,0,0,0,0,2,2
97,Judah,Dan,jdan2o@pagesperso-orange.fr,04/04/2023,Buenos Aires,46,639.16,58.10545454545454,0,11,1,0,3,0,3,6
98,Lin,Godard,lgodard2p@ihg.com,20/11/2023,Centro,42,414.41999999999996,37.67454545454545,0,11,2,3,1,3,4,2
99,Georgia,McAlpine,gmcalpine2q@de.vu,09/08/2023,Buenos Aires,18,156.47,19.55875,0,8,0,3,1,0,2,2
100,Orv,Hun,ohun2r@goo.gl,24/07/2023,NEA,33,205.35,25.66875,0,8,0,0,0,2,4,2
101,Vannie,Kennermann,vkennermann2s@blogtalkradio.com,22/10/2023,Buenos Aires,16,185.8,46.45,0,4,2,1,1,3,1,0
102,Seana,Radbone,sradbone2t@clickbank.net,14/05/2023,Patagonia,26,385.05999999999995,55.00857142857142,0,7,2,2,1,1,1,4
103,Adina,Cleugh,acleugh2u@springer.com,16/09/2023,Patagonia,28,321.25,45.892857142857146,0,7,2,0,1,3,1,4
104,Serena,Wison,swison2v@upenn.edu,10/05/2023,Buenos Aires,31,362.65,45.33125,0,8,4,2,1,3,2,4
105,Yelena,Gaytor,ygaytor2w@tinyurl.com,04/06/2023,Buenos Aires,30,314.35,44.90714285714286,0,7,1,1,0,3,4,0
106,Benedikta,Condon,bcondon2x@paypal.com,23/06/2023,NEA,70,614.53,34.14055555555555,0,18,1,5,1,2,5,6
107,Gretna,Kirwin,gkirwin2y@bloglines.com,11/07/2023,Patagonia,10,99.4,33.13333333333333,1,3,0,1,0,0,3,0
108,Riley,Obey,robey2z@ucsd.edu,04/06/2023,Patagonia,27,237.79,29.72375,0,8,2,1,1,1,6,1
109,Andie,Arundale,aarundale30@mapquest.com,28/08/2023,Cuyo,34,219.38,27.4225,0,8,1,1,0,4,2,2
110,Joeann,Muirden,jmuirden31@ameblo.jp,14/06/2023,NEA,12,146.63,29.326,0,5,1,0,0,0,4,2
111,Ave,Purchon,apurchon32@cbc.ca,21/03/2023,Cuyo,35,355.0,39.44444444444444,0,9,4,3,1,2,4,3
112,Ellie,Lockey,elockey33@mozilla.org,19/12/2023,NEA,18,138.43,23.07166666666667,0,6,2,1,0,1,2,4
113,Phip,Altree,paltree34@indiatimes.com,28/07/2023,Buenos Aires,21,259.38,51.876,0,5,0,2,1,1,0,1
114,Fabien,Roskam,froskam35@desdev.cn,11/04/2023,Centro,35,302.65,30.264999999999997,0,10,1,1,1,0,3,6
115,Reyna,Pontefract,rpontefract36@yellowbook.com,14/11/2023,Cuyo,24,267.25,33.40625,0,8,2,2,1,1,4,2
116,Hedda,Garbott,hgarbott37@noaa.gov,14/07/2023,Buenos Aires,24,160.68,26.78,0,6,0,0,2,1,1,2
117,Ginnie,Saben,gsaben38@shop-pro.jp,23/10/2023,NOA,13,166.81,27.801666666666666,0,6,2,2,0,2,1,3
118,Dallon,Hedworth,dhedworth39@samsung.com,30/07/2023,Centro,28,338.95,48.42142857142857,0,7,1,0,1,1,4,2
119,Chase,Rayner,crayner3a@netvibes.com,24/11/2023,Patagonia,51,516.94,46.99454545454546,0,11,4,4,2,2,5,2
120,Baxter,Ritmeier,britmeier3b@alibaba.com,15/09/2023,Buenos Aires,23,226.35,37.725,0,6,2,1,0,0,3,4
121,Mead,Brandin,mbrandin3c@purevolume.com,18/09/2023,Cuyo,29,334.64,47.80571428571428,0,7,0,0,1,2,4,0
122,Kerr,Whitesel,kwhitesel3d@indiatimes.com,28/05/2023,Centro,29,313.21,39.15125,0,8,3,0,4,2,4,1
123,Reggie,Thorwarth,rthorwarth3e@blog.com,24/10/2023,Patagonia,25,228.75,28.59375,0,8,1,3,2,3,0,1
124,Rustie,Astlet,rastlet3f@globo.com,03/09/2023,NEA,23,269.55,26.955000000000002,0,10,0,1,2,3,1,3
125,Minette,Alchin,malchin3g@census.gov,19/11/2023,Patagonia,32,312.74,34.74888888888889,0,9,4,5,0,2,3,3
126,Glory,Hedling,ghedling3h@dagondesign.com,20/07/2023,Cuyo,19,194.24999999999997,32.37499999999999,0,6,0,3,0,2,1,0
127,Jarrod,Askham,jaskham3i@lulu.com,13/10/2023,Buenos Aires,19,314.99,52.498333333333335,0,6,0,2,1,0,1,2
128,Becka,Grinval,bgrinval3j@vkontakte.ru,02/12/2023,Buenos Aires,24,271.77,30.196666666666665,0,9,0,0,0,3,1,5
129,Colby,Kalderon,ckalderon3k@earthlink.net,19/03/2023,Patagonia,13,212.33999999999997,70.77999999999999,0,3,0,1,0,1,0,1
130,Lori,Oram,loram3l@narod.ru,08/09/2023,Buenos Aires,43,548.27,45.689166666666665,0,12,1,1,2,3,2,5
131,Corby,Lothlorien,clothlorien3m@nhs.uk,08/07/2023,Buenos Aires,21,292.36,58.472,0,5,1,0,0,1,3,2
132,Cassie,Corish,ccorish3n@virginia.edu,14/12/2023,Buenos Aires,32,325.52,40.69,0,8,4,1,4,1,3,3
133,Peggi,Sainsbury-Brown,psainsburybrown3o@amazon.co.uk,16/07/2023,Buenos Aires,10,122.3,40.766666666666666,0,3,6,2,1,1,5,0
134,Zora,Halvosen,zhalvosen3p@acquirethisname.com,03/08/2023,Cuyo,37,409.9,37.26363636363636,0,11,2,2,0,5,5,1
135,Burgess,Hawken,bhawken3q@patch.com,15/11/2023,Cuyo,16,182.4,45.6,0,4,0,1,0,1,2,0
136,Silvana,Jellard,sjellard3r@blogspot.com,31/03/2023,Patagonia,24,230.44,32.92,0,7,0,0,1,0,5,1
137,Danica,McKerron,dmckerron3s@illinois.edu,01/10/2023,Patagonia,12,91.02,22.755,0,4,3,0,3,2,1,1
138,Osborn,Pogue,opogue3t@51.la,09/04/2023,Buenos Aires,20,101.16,20.232,0,5,3,2,1,3,2,0
139,Pamella,Asker,pasker3u@chron.com,09/05/2023,Buenos Aires,16,176.12,25.16,0,7,1,2,0,0,2,4
140,Estrella,Hoggins,ehoggins3v@homestead.com,10/10/2023,NEA,27,235.63,29.45375,0,8,0,3,2,2,1,0
141,Adena,Skirvane,askirvane3w@shareasale.com,22/03/2023,NEA,36,294.28999999999996,32.69888888888889,0,9,3,2,0,2,5,3
142,Lisette,Salle,lsalle3x@geocities.com,08/05/2023,Cuyo,30,209.4,29.914285714285715,0,7,0,0,2,1,2,2
143,Gabriell,Ralton,gralton3y@wsj.com,14/11/2023,Buenos Aires,20,233.69,38.94833333333333,0,6,1,2,1,1,2,1
144,Maribeth,Hearon,mhearon3z@who.int,16/06/2023,NEA,27,217.5,21.75,0,10,1,3,2,3,1,2
145,Eugenius,Bowness,ebowness40@imgur.com,08/04/2023,Buenos Aires,30,355.32,39.48,0,9,1,1,2,6,0,1
146,Shea,Castanaga,scastanaga41@geocities.jp,04/11/2023,Cuyo,21,270.40999999999997,54.081999999999994,0,5,1,1,1,0,3,1
147,Temp,Gerlts,tgerlts42@mtv.com,14/11/2023,Cuyo,21,83.43,16.686,0,5,1,0,0,2,2,2
148,Nadeen,Du Pre,ndupre43@goo.gl,19/03/2023,Centro,39,347.02,28.918333333333333,0,12,2,0,2,3,5,4
149,Joell,Abbey,jabbey44@ucoz.com,16/11/2023,Cuyo,15,71.63,14.325999999999999,0,5,1,1,1,1,2,1
150,Eben,Riche,eriche45@icq.com,03/06/2023,Buenos Aires,34,273.32,34.165,0,8,0,1,1,1,2,3
151,Lance,Dungey,ldungey46@comcast.net,25/08/2023,Buenos Aires,48,504.7,33.64666666666667,0,15,1,4,1,3,5,3
152,Lora,Mantione,lmantione47@wikispaces.com,27/08/2023,NOA,53,580.4899999999999,41.46357142857142,0,14,1,3,0,1,6,5
153,Merola,Sketcher,msketcher48@dropbox.com,29/09/2023,Cuyo,27,222.51999999999998,24.724444444444444,0,9,2,2,1,1,6,1
154,Abagail,Wetherby,awetherby49@free.fr,04/10/2023,Patagonia,9,42.29,14.096666666666666,0,3,2,0,0,1,0,4
155,Sadie,Linwood,slinwood4a@miibeian.gov.cn,18/12/2023,Cuyo,26,226.38,32.339999999999996,0,7,1,1,0,1,5,1
156,Giulia,Rudinger,grudinger4b@alibaba.com,26/10/2023,Patagonia,19,216.07999999999998,43.215999999999994,0,5,3,2,0,0,3,3
157,Lammond,McCaskill,lmccaskill4c@sciencedirect.com,22/05/2023,Patagonia,22,231.91,25.767777777777777,0,9,2,4,0,5,0,2
158,Art,Van der Velde,avandervelde4d@infoseek.co.jp,02/05/2023,Buenos Aires,28,302.35,33.59444444444445,0,9,1,1,0,2,3,4
159,Cyril,Pischel,cpischel4e@comsenz.com,11/04/2023,NEA,37,565.8299999999999,51.4390909090909,0,11,2,2,1,4,4,2
160,Tedmund,Etheridge,tetheridge4f@flavors.me,06/12/2023,Centro,24,317.4,52.9,0,6,1,0,0,2,1,4
161,Effie,Schrinel,eschrinel4g@elegantthemes.com,10/11/2023,Patagonia,25,225.71,28.21375,0,8,0,2,2,1,2,1
162,Libbie,Faircliffe,lfaircliffe4h@addtoany.com,23/10/2023,Patagonia,35,233.53,19.460833333333333,0,12,1,4,0,3,2,4
163,Bryanty,Smurfitt,bsmurfitt4i@bing.com,01/07/2023,Buenos Aires,14,209.1,41.82,0,5,1,1,0,2,2,1
164,Tybie,Kemster,tkemster4j@sfgate.com,11/12/2023,Centro,27,401.07,50.13375,0,8,3,3,0,1,3,4
165,Tricia,Gimert,tgimert4k@deviantart.com,21/05/2023,Buenos Aires,22,139.79,19.97,0,7,4,3,2,2,2,2
166,Minta,Sickling,msickling4l@prlog.org,27/08/2023,NEA,30,286.02,40.86,0,7,3,2,0,5,2,1
167,Audi,Kretchmer,akretchmer4m@mit.edu,25/10/2023,Buenos Aires,32,352.93999999999994,39.21555555555555,0,9,1,2,2,4,1,1
168,Josephina,Humbee,jhumbee4n@cornell.edu,26/07/2023,Centro,53,444.4,29.626666666666665,0,15,0,2,3,4,2,4
169,Carlyle,McWhirter,cmcwhirter4o@cyberchimps.com,19/03/2023,Centro,30,214.14000000000001,21.414,0,10,0,3,0,3,2,2
170,Cchaddie,Dametti,cdametti4p@posterous.com,24/09/2023,Centro,24,355.90999999999997,44.488749999999996,0,8,1,3,3,0,3,0
171,Vladimir,Orrill,vorrill4q@youku.com,03/04/2023,Cuyo,49,461.21999999999997,30.747999999999998,0,15,0,2,1,5,3,4
172,Eulalie,Vedeshkin,evedeshkin4r@nytimes.com,19/03/2023,Buenos Aires,19,173.24,24.74857142857143,0,7,0,1,2,2,1,1
173,Alisander,Raecroft,araecroft4s@mediafire.com,07/05/2023,Patagonia,15,184.88,46.22,0,4,2,0,0,2,2,2
174,Darda,Tarr,dtarr4t@ca.gov,31/08/2023,Patagonia,31,345.63,38.403333333333336,0,9,1,5,0,1,2,2
175,Caron,Raddon,craddon4u@seattletimes.com,14/09/2023,Buenos Aires,30,460.49,46.049,0,10,1,5,0,2,2,2
176,Asa,Lamplugh,alamplugh4v@noaa.gov,24/09/2023,NEA,37,310.88,23.913846153846155,0,13,0,0,4,2,4,3
177,Irvin,Normanville,inormanville4w@amazon.co.uk,25/08/2023,NEA,31,282.90999999999997,28.290999999999997,0,10,1,2,0,2,4,3
178,Val,Damarell,vdamarell4x@google.nl,17/09/2023,Patagonia,9,146.42999999999998,29.285999999999994,0,5,0,0,1,0,1,3
179,Constantina,Grimm,cgrimm4y@cbsnews.com,25/07/2023,Buenos Aires,36,409.55,51.19375,0,8,1,1,2,0,4,2
180,Audra,Bleakley,ableakley4z@oakley.com,03/05/2023,Buenos Aires,39,322.71999999999997,24.82461538461538,0,13,2,2,1,6,4,2
181,Isaak,Seyers,iseyers50@arizona.edu,16/08/2023,Patagonia,23,197.05,32.84166666666667,0,6,1,1,0,2,3,1
182,Bel,Geeritz,bgeeritz51@noaa.gov,01/09/2023,Centro,20,134.03,26.806,0,5,1,3,1,0,0,2
183,Bren,Szreter,bszreter52@youtube.com,25/05/2023,Patagonia,23,145.25,20.75,1,7,0,1,0,3,3,1
184,Winne,Coaker,wcoaker53@seattletimes.com,23/11/2023,Buenos Aires,36,262.63,26.262999999999998,0,10,2,4,1,2,1,4
185,Jody,Ianelli,jianelli54@networkadvertising.org,01/08/2023,Centro,45,330.74,22.049333333333333,0,15,2,4,1,3,4,5
186,Gabie,Pawel,gpawel55@mit.edu,05/12/2023,Patagonia,18,181.9,22.7375,0,8,0,1,0,1,4,2
187,Gay,Elvin,gelvin56@exblog.jp,27/11/2023,Buenos Aires,39,327.13,29.73909090909091,0,11,1,3,2,2,1,4
188,Libbey,Carefull,lcarefull57@google.ca,09/04/2023,Cuyo,31,401.90000000000003,50.237500000000004,0,8,3,3,0,0,5,3
189,Say,Stanistreet,sstanistreet58@google.de,18/07/2023,Patagonia,15,171.26,28.543333333333333,0,6,2,1,0,1,4,2
190,Derwin,Fuzzard,dfuzzard59@mashable.com,21/03/2023,NEA,30,166.78,18.531111111111112,0,9,3,2,0,1,3,6
191,Dominik,Alejandro,dalejandro5a@google.co.uk,14/12/2023,Centro,10,73.07,24.356666666666666,0,3,0,1,0,1,0,1
192,Dyan,Marquis,dmarquis5b@vk.com,21/03/2023,Cuyo,34,609.78,67.75333333333333,0,9,1,2,0,3,3,2
193,Harlan,Andrzej,handrzej5c@over-blog.com,16/11/2023,Buenos Aires,30,391.71999999999997,48.964999999999996,0,8,2,4,0,4,1,1
194,Kendra,Emor,kemor5d@wp.com,20/10/2023,Buenos Aires,30,275.08,34.385,0,8,2,1,1,2,3,3
195,Keene,Cayley,kcayley5e@opensource.org,18/10/2023,Centro,16,191.45,47.8625,0,4,0,1,1,0,1,1
196,Arther,Meynell,ameynell5f@sun.com,02/06/2023,Cuyo,8,116.92999999999999,58.464999999999996,0,2,0,0,0,0,2,0
197,Hermon,Forman,hforman5g@home.pl,15/11/2023,Cuyo,21,172.98,24.71142857142857,1,7,2,2,1,1,4,2
198,Raviv,Winson,rwinson5h@omniture.com,07/09/2023,NOA,26,408.46,58.35142857142857,0,7,1,2,0,2,3,1
199,Enrique,Grove,egrove5i@usnews.com,13/11/2023,Buenos Aires,15,172.26999999999998,34.45399999999999,1,5,0,0,0,2,2,2
200,Cristobal,Gorick,cgorick5j@bluehost.com,08/09/2023,Centro,34,271.81,24.71,0,11,1,0,3,1,5,3
201,Ros,Chrstine,rchrstine5k@soundcloud.com,04/12/2023,Patagonia,35,323.86,40.4825,0,8,0,2,0,3,1,2
